Time (Hr),DL (Large Particles),Ds (Small Particles),DL+Ds,WPC
104.0,15.126363309832449,29.967548909294212,45.093912219126665,
104.5,12.288073196575859,22.212983254588067,34.501056451163926,
105.0,16.74252905827536,45.500040239899405,62.242569298174764,
105.5,14.371900745080088,44.4864801905984,58.85838093567849,
106.0,29.94235304685146,17.643604341055177,47.58595738790663,
106.5,27.71268259128834,37.92555517547065,65.63823776675899,
107.0,24.421175130208468,44.81464952246997,69.23582465267845,
107.5,29.386086803754353,22.77476035382,52.16084715757435,
108.0,28.235041537982287,34.69755691657888,62.93259845456117,
108.5,16.098676177720716,45.426948927641256,61.52562510536197,
109.0,30.425079969799555,19.28517935757396,49.710259327373514,
109.5,23.56831983831301,39.49530801740519,63.0636278557182,
110.0,29.138803103281248,27.800470221176518,56.939273324457766,
110.5,31.121300998469863,46.92058586129592,78.04188685976578,
111.0,19.769969499437277,48.63054735496104,68.40051685439832,
111.5,15.822313490553537,48.138294673403024,63.960608163956564,
112.0,18.392303250838836,34.34962649972392,52.741929750562754,
112.5,22.589030772525128,46.29877952967941,68.88781030220454,
113.0,30.621395318449864,46.08968195605211,76.71107727450197,
113.5,31.690886665126868,30.64331419729767,62.33420086242454,
114.0,14.831442610623817,46.25626422452032,61.08770683514414,
114.5,25.124421051551316,22.818929041464777,47.94335009301609,
115.0,23.475720062975583,39.918096354461596,63.39381641743718,
115.5,19.788631209414607,29.252965118631096,49.0415963280457,
116.0,17.963707346673658,26.293806573318363,44.25751391999202,
116.5,22.53957842807256,25.31089604887628,47.85047447694884,
117.0,34.86729407825039,44.217863276344204,79.0851573545946,
117.5,22.695933640415102,33.85374891304198,56.54968255345709,
118.0,26.831412434867318,45.73020314586284,72.56161558073015,
118.5,30.740654177903554,26.278990223968272,57.01964440187183,
119.0,24.178492047585877,34.10951013491831,58.28800218250419,
119.5,36.568116654419214,41.16943877126011,77.73755542567932,
120.0,36.60894589884222,49.041694945168906,85.65064084401112,
120.5,22.62412091650728,35.21927508796209,57.84339600446937,
121.0,27.762870117847708,44.771541293110275,72.53441141095799,
121.5,24.06584119633539,52.91363244708562,76.97947364342102,
122.0,23.97640988754935,45.151095645469134,69.12750553301848,
122.5,19.24961394709065,34.00628424260901,53.255898189699664,
123.0,30.936386679597938,28.093223446696143,59.02961012629408,
123.5,29.03285546457723,53.8092662170279,82.84212168160514,
124.0,20.243975024999784,28.690882325511613,48.93485735051139,
124.5,25.02340428473223,54.64175018052598,79.66515446525821,
125.0,37.852817719333075,44.618114020816364,82.47093174014944,
125.5,24.71671281333945,57.27273095538689,81.98944376872635,
126.0,23.062297441824462,53.41629707320996,76.47859451503442,
126.5,30.19333020555126,59.74432331600012,89.93765352155138,
127.0,40.35810908221202,40.682554463551305,81.04066354576332,
127.5,25.72798043023001,53.5331486679338,79.2611290981638,
128.0,34.572310948117575,42.933127408277265,77.50543835639485,
128.5,36.60566730657435,45.63056860911726,82.23623591569161,
129.0,26.370650879847993,50.4199638965511,76.7906147763991,
129.5,36.42780197223719,58.167013425590156,94.59481539782735,
130.0,29.46566265438507,61.842504075978866,91.30816673036394,
130.5,35.00359161187159,55.73290241593554,90.73649402780714,
131.0,35.2764942152179,45.583803465020026,80.86029768023792,
131.5,33.570768681495174,46.05901006831211,79.62977874980729,
132.0,24.911395401088168,55.91466904766675,80.82606444875492,
132.5,40.06292491178476,41.320814373049075,81.38373928483384,
133.0,30.02470129943472,37.84342339394185,67.86812469337657,
133.5,27.592645207997087,45.5409647292233,73.13360993722038,
134.0,24.931902831095286,43.89396974962246,68.82587258071774,
134.5,36.189333863764844,44.541943613679706,80.73127747744455,
135.0,38.17878723684565,43.0382325314973,81.21701976834295,
135.5,25.216231578557124,37.67149568909086,62.88772726764799,
136.0,35.38426116598562,37.32501804200243,72.70927920798805,
136.5,29.931190503958764,66.80197169208095,96.73316219603971,
137.0,38.56455580818901,50.38639401207588,88.9509498202649,
137.5,29.409203580099835,49.46729941479046,78.8765029948903,
138.0,40.00235476204932,58.7126184807921,98.71497324284142,
138.5,34.18098192601076,45.257916635951936,79.4388985619627,
139.0,45.4444997747347,67.59763551850676,113.04213529324147,
139.5,29.72489388291988,63.07905043246657,92.80394431538645,
140.0,34.06132702100517,42.562330069367796,76.62365709037297,
140.5,29.77594542481179,52.80012327354787,82.57606869835966,
141.0,46.26777236557125,67.04034922686493,113.30812159243618,
141.5,45.58906206761961,69.4042606687423,114.9933227363619,
142.0,33.47043255430311,55.48124533749609,88.95167789179919,
142.5,41.78155592068357,60.25984167632123,102.0413975970048,
143.0,45.19754400402431,47.26821838276224,92.46576238678655,
143.5,40.229291231989244,72.39335878410928,112.62265001609853,
144.0,39.991411567120124,50.0109510415033,90.00236260862343,
144.5,34.50952081800902,71.74665322405376,106.25617404206278,
145.0,31.809555356117983,63.35939946977105,95.16895482588903,
145.5,48.16779015906653,62.50880384636577,110.67659400543229,
146.0,48.50876114326661,60.065455330495254,108.57421647376187,
146.5,43.44030414546536,52.01439435153276,95.45469849699812,
147.0,37.837695820974005,50.80104096016524,88.63873678113924,
147.5,38.321066492253216,52.53208627210526,90.85315276435847,
148.0,56.95936802803991,63.90942348051794,120.86879150855785,
148.5,49.84148019905154,70.1338342070026,119.97531440605414,
149.0,49.923628485302345,57.6665577750019,107.59018626030425,
149.5,48.062985917152474,49.315980296901884,97.37896621405436,
150.0,45.59063292308576,77.07307890422433,122.6637118273101,
150.5,34.71827429990097,74.93427654890276,109.65255084880373,
151.0,36.554474281892276,76.67536849585639,113.22984277774867,
151.5,51.580358770541594,79.11353467939306,130.69389344993465,
152.0,46.026181193191796,54.90805747658462,100.93423866977642,
152.5,34.37081603233259,62.00476056707976,96.37557659941234,
153.0,36.50653085732064,73.29235427112273,109.79888512844337,
153.5,48.038310382161114,71.85491854161377,119.89322892377488,
154.0,35.16163167692437,56.02167719019566,91.18330886712003,
154.5,38.56963602834997,76.31169374971853,114.8813297780685,
155.0,46.62217578733173,59.00321715509983,105.62539294243156,
155.5,49.78037895385387,59.419228444678694,109.19960739853256,
156.0,49.27762519005201,69.2500326868024,118.5276578768544,
156.5,41.0206611892112,71.36649804525109,112.38715923446229,
157.0,51.07668442695072,71.41978623513434,122.49647066208506,
157.5,41.876856749936,57.20210512193266,99.07896187186867,
158.0,43.93959396318536,81.2230258789114,125.16261984209676,
158.5,52.66210310236048,63.31030127766119,115.97240438002167,
159.0,51.0265579809443,59.67224763848412,110.69880561942841,
159.5,55.32094320988356,82.89514239606933,138.21608560595288,
160.0,51.79225784600687,85.3495449468926,137.14180279289948,
160.5,50.310647066709436,82.99252851796354,133.30317558467297,
161.0,41.12339535656186,81.86428224174637,122.98767759830822,
161.5,46.91059106118867,77.68755941917064,124.59815048035931,
162.0,45.16764735363451,75.00892111827417,120.17656847190868,
162.5,45.05166786758168,61.54710279734232,106.59877066492399,
163.0,59.94131109504892,71.64679639212096,131.58810748716988,
163.5,48.65322949333522,71.03095551036942,119.68418500370464,
164.0,58.94333110354227,68.10141351280978,127.04474461635206,
164.5,54.03724751994526,82.47130341065755,136.5085509306028,
165.0,57.62372607083297,76.10627205236312,133.72999812319608,
165.5,52.09421686210385,64.12408647722944,116.21830333933329,
166.0,53.89447769252719,68.76229605849436,122.65677375102155,
166.5,52.52262887637728,83.12006290978789,135.6426917861652,
167.0,46.8939597559609,65.373125784709,112.26708554066991,
167.5,57.75591730523012,89.09370742146308,146.8496247266932,
168.0,49.241047248817125,78.88159581041924,128.12264305923637,
168.5,44.43159432862909,78.91589731979946,123.34749164842854,
169.0,57.175345918143364,82.74303353978554,139.9183794579289,
169.5,48.129688588140986,90.18512897775449,138.31481756589548,
170.0,63.71917168705829,76.3542762370658,140.07344792412408,
170.5,64.31204654005177,86.73718457677191,151.04923111682368,
171.0,63.85518780440897,83.84675891987374,147.70194672428272,
171.5,53.2864490051089,75.36514810508265,128.65159711019155,
172.0,46.51873233057734,94.19409959065473,140.71283192123207,
172.5,65.1032462517545,92.24028064820783,157.34352689996234,
173.0,55.42878296634628,88.55475503975276,143.98353800609905,
173.5,66.52737138087339,94.80375187282726,161.33112325370064,
174.0,66.79679954178505,95.79162602879406,162.5884255705791,
174.5,64.91566410934719,91.51158930145102,156.42725341079822,
175.0,54.07647784139171,95.86039985091014,149.93687769230183,
175.5,56.2224295720385,92.1648438500785,148.387273422117,
176.0,65.87713343033712,92.13702315280901,158.01415658314613,
176.5,55.527715103125544,90.78464134645552,146.31235644958105,
177.0,52.914954933721845,95.30269918672921,148.21765412045107,
177.5,60.997900249167,77.97565315879221,138.97355340795923,
178.0,68.92269548321562,100.14132277596785,169.06401825918346,
178.5,64.45887093349945,100.36960583235694,164.8284767658564,
179.0,62.279123401787295,75.59221849103677,137.87134189282406,
179.5,53.16200487541537,99.99120251694288,153.15320739235824,
180.0,63.86014453398339,79.58609602420336,143.44624055818673,
180.5,71.70355200208526,86.27826562777426,157.9818176298595,
181.0,55.04758030473048,99.03604768874823,154.0836279934787,
181.5,62.95686804727473,82.06109688144925,145.01796492872398,
182.0,70.4830614385591,102.28621072357187,172.76927216213096,
182.5,68.09724735508408,103.22152533873225,171.31877269381633,
183.0,67.56941481990535,93.99323201282509,161.56264683273042,
183.5,68.02695667974218,79.47387615150501,147.50083283124718,
184.0,61.516223024395096,88.40794399524738,149.92416701964248,
184.5,60.54831188528986,98.82050755127227,159.36881943656215,
185.0,71.21472310957027,110.2655853408227,181.48030845039295,
185.5,71.58174289358362,100.30310581050004,171.88484870408365,
186.0,73.07384637160207,89.66290743192481,162.73675380352688,
186.5,74.35108605112943,101.41047109298833,175.76155714411777,
187.0,66.66794797721876,99.11276139147567,165.78070936869443,
187.5,66.82720089374399,106.83286185453431,173.6600627482783,
188.0,73.1195035793355,87.17261916480875,160.29212274414425,
188.5,70.5105536155553,107.32113707506085,177.83169069061614,
189.0,71.90923754515407,101.25679736028331,173.16603490543739,
189.5,74.14532838872202,114.43846011576983,188.58378850449185,
190.0,76.39010683635132,96.33616498116058,172.7262718175119,
190.5,65.71137813703072,105.59135679401845,171.30273493104917,
191.0,66.82555905279888,115.10764316530052,181.93320221809938,
191.5,61.55691379681739,90.75759183972039,152.31450563653777,
192.0,71.60720281992349,116.33605461709354,187.94325743701702,
192.5,61.12572047593484,109.3940716690244,170.51979214495924,
193.0,70.08506036264922,91.33231177315517,161.41737213580438,
193.5,71.99316769415154,98.86720700840449,170.86037470255604,
194.0,67.23922504256569,111.62596265935846,178.86518770192416,
194.5,73.69414021138022,92.94521804406315,166.63935825544337,
195.0,62.85750499878099,108.93511380528821,171.7926188040692,
195.5,63.36543877498429,102.39319170858872,165.758630483573,
196.0,79.44241121319317,111.19226553302434,190.6346767462175,
196.5,70.56708782822525,94.48656101437538,165.05364884260064,
197.0,66.2783102530377,119.8113041845713,186.089614437609,
197.5,74.5567402010961,123.42216907532192,197.97890927641802,
198.0,79.88747106197222,123.83753565857074,203.72500672054298,
198.5,69.18069554993687,117.81585495228776,186.99655050222464,
199.0,77.69970951638001,99.78538720391897,177.485096720299,
199.5,67.32742429987536,119.18859587787068,186.51602017774604,
200.0,67.03363442337216,97.73760749376407,164.77124191713625,
200.5,77.00756763136297,98.22440654586994,175.23197417723293,
201.0,77.57460243220214,107.83110657448626,185.4057090066884,
201.5,79.89287302996414,113.34559571213998,193.23846874210412,
202.0,82.04942667445323,122.36342253423382,204.41284920868705,
202.5,87.4289165892507,120.31636129819518,207.74527788744587,
203.0,78.62310696602391,113.76228119130246,192.38538815732636,
203.5,75.14240445882491,109.16309998844997,184.30550444727487,
204.0,84.97412389537406,131.4385350047313,216.41265890010538,
204.5,74.87512002524147,114.88213906707918,189.75725909232065,
205.0,78.62692841411271,116.21161072989024,194.83853914400294,
205.5,71.8066026268453,108.15341463575007,179.9600172625954,
206.0,71.13541486830914,127.66508646249787,198.800501330807,
206.5,90.2732432935585,125.20876677344464,215.48201006700313,
207.0,88.13270241024412,111.60028838366281,199.73299079390694,
207.5,85.72635912187395,108.02893136847527,193.75529049034924,
208.0,80.3806588882854,126.55417906224139,206.9348379505268,
208.5,76.0631614014169,126.35763642843405,202.42079782985095,
209.0,76.12264085342171,115.50458580994628,191.627226663368,
209.5,78.39633296329191,136.4186068675123,214.8149398308042,
210.0,84.7745332941224,113.01173675342699,197.7862700475494,
210.5,88.48139345400124,122.03874403127804,210.5201374852793,
211.0,87.79384753435463,137.96727760502796,225.76112513938259,
211.5,80.58995293891884,122.84211950778365,203.43207244670248,
212.0,94.49090561326388,129.99897842992257,224.48988404318646,
212.5,90.55481333391535,123.36533193888381,213.92014527279918,
213.0,87.288181050228,120.2596560704601,207.5478371206881,
213.5,88.84068992468704,142.14962943879485,230.9903193634819,
214.0,85.4044012485558,125.50882018945127,210.91322143800707,
214.5,82.37409479002314,140.65167611037404,223.02577090039716,
215.0,84.94695357302521,121.32863817673257,206.27559174975778,
215.5,93.39339720928737,121.42584112075248,214.81923833003987,
216.0,78.9342697725951,116.57082248653533,195.50509225913044,
216.5,81.37872781013832,135.79230476127654,217.17103257141486,
217.0,80.38915284043506,127.90499031171282,208.29414315214788,
217.5,80.69645104637941,143.38824749518912,224.0846985415685,
218.0,97.40481168022013,132.2634972007467,229.66830888096683,
218.5,94.78343218760047,147.72410283744165,242.5075350250421,
219.0,90.60937658174649,124.85656547109363,215.46594205284012,
219.5,83.49915821302002,145.96339503866832,229.46255325168835,
220.0,91.79231750233664,143.81790558375224,235.61022308608887,
220.5,91.84791041561132,144.26435533932158,236.1122657549329,
221.0,86.2619373982003,147.09829684350666,233.36023424170696,
221.5,91.89530798475947,145.20501972828998,237.10032771304947,
222.0,91.60969468794747,141.78180964894247,233.39150433688994,
222.5,96.37887696104433,127.55484633047163,223.93372329151595,
223.0,97.18697301735288,125.21698538473758,222.40395840209047,
223.5,85.8153551954409,152.49173543447063,238.30709062991153,
224.0,92.82665229252945,143.99230943562216,236.8189617281516,
224.5,98.27767331428473,150.0168187292853,248.29449204357002,
225.0,96.25022517160176,141.19567054537652,237.44589571697827,
225.5,103.74527182376644,130.89994566887182,234.64521749263827,
226.0,100.21827263237891,131.7683737660765,231.98664639845543,
226.5,90.7329635416286,149.21325861686913,239.94622215849773,
227.0,89.3164749480086,142.1903768469839,231.50685179499249,
227.5,101.18526056412632,135.93324180101013,237.11850236513646,
228.0,89.29982621083245,145.30303640224312,234.60286261307556,
228.5,100.91878662546927,133.12056811225403,234.0393547377233,
229.0,108.44250482849915,149.29394205743196,257.7364468859311,
229.5,101.58295855751759,140.5465021330529,242.1294606905705,
230.0,98.27339852413044,157.04677301911565,255.3201715432461,
230.5,103.81323936884708,143.0755587677072,246.88879813655427,
231.0,100.55095780983034,148.06740447245406,248.6183622822844,
231.5,102.73761078631873,135.40691619724305,238.14452698356178,
232.0,111.09489617553051,137.88060663383678,248.9755028093673,
232.5,100.4289277560155,148.13230669220056,248.56123444821606,
233.0,112.37291127647829,151.4073650415137,263.780276317992,
233.5,111.6992878391213,155.66291644357912,267.3622042827004,
234.0,97.95222269578595,147.06667736127912,245.01890005706508,
234.5,95.8687010175033,159.82215658379624,255.69085760129954,
235.0,96.94306002754853,165.43367191567614,262.3767319432247,
235.5,95.73891151303098,163.68422966680046,259.4231411798314,
236.0,97.71125921511856,142.13736476045068,239.84862397556924,
236.5,109.93141046832713,156.02550841773487,265.956918886062,
237.0,98.14487296920457,145.42110535254525,243.5659783217498,
237.5,103.55138760587522,150.19885047587582,253.75023808175104,
238.0,114.52110621938907,173.2030777980144,287.72418401740345,
238.5,98.54171371471651,148.5451662870454,247.0868800017619,
239.0,114.81926965177871,159.90544460354067,274.7247142553194,
239.5,104.62157049546799,164.15337202954356,268.77494252501157,
240.0,101.80329655243312,167.35394911632312,269.1572456687562,
240.5,113.83121830728301,163.74216050460743,277.57337881189045,
241.0,112.93275693559767,147.9199254225755,260.8526823581732,
241.5,118.36171527054105,158.09613924731977,276.4578545178608,
242.0,115.97302087607771,164.51054930154135,280.4835701776191,
242.5,117.80149360769695,152.293494974345,270.094988582042,
243.0,107.83379145142614,160.85600793627543,268.68979938770156,
243.5,106.20406587559444,152.01439326374097,258.21845913933544,
244.0,118.13069503281716,154.0581549146506,272.18884994746776,
244.5,119.71916978534529,164.2923982860479,284.0115680713932,
245.0,123.85760284001346,157.0514726212918,280.90907546130524,
245.5,112.76582853822853,170.78292544784674,283.54875398607527,
246.0,112.42076171585566,175.128749074118,287.5495107899736,
246.5,120.97653421483993,179.1519009732725,300.1284351881124,
247.0,112.73317080506037,161.8297073273443,274.56287813240465,
247.5,125.0020215120713,161.54197746777209,286.54399897984337,
248.0,124.02585503686024,160.348235210032,284.37409024689225,
248.5,115.90915554750038,176.9992074863091,292.90836303380945,
249.0,122.81932135582996,179.79707179460704,302.616393150437,
249.5,123.36633248169365,160.24828434476927,283.6146168264629,
250.0,110.81247737671865,188.0863673873107,298.8988447640294,
250.5,127.27653313359133,162.25983850954415,289.53637164313545,
251.0,119.80694744895715,177.64169005903213,297.44863750798925,
251.5,126.70842432215483,183.37811558352746,310.0865399056823,
252.0,117.05859202061224,188.94027371238258,305.99886573299483,
252.5,129.04733956992402,184.94010796397285,313.9874475338969,
253.0,119.40113357468326,188.27704249209376,307.67817606677704,
253.5,112.31502802960598,175.1178057762842,287.4328338058902,
254.0,130.68803952838527,190.08955341239536,320.77759294078066,
254.5,114.88920853572267,168.76014539154028,283.64935392726295,
255.0,119.93377275180829,193.9144996818158,313.8482724336241,
255.5,133.0337143410161,184.21247128461206,317.2461856256282,
256.0,133.53054293875113,193.0197330988748,326.55027603762596,
256.5,126.47403276246573,182.78784853554902,309.2618812980147,
257.0,128.12984424339598,189.24453085589573,317.3743750992917,
257.5,124.95078543956639,186.4495798280834,311.40036526764976,
258.0,122.33581543396129,193.32688565265994,315.6627010866212,
258.5,123.53556590739832,174.55119946091767,298.086765368316,
259.0,130.90426912154078,174.6373625197169,305.5416316412577,
259.5,132.9939655887536,180.96579702030442,313.95976260905803,
260.0,134.27158087451699,179.06634040339569,313.33792127791264,
260.5,134.7268378558911,201.16220699776608,335.8890448536572,
261.0,121.25402206097381,182.31521962074132,303.56924168171514,
261.5,129.81468109405162,205.74625767457394,335.56093876862553,
262.0,121.57477520033291,187.31007375313325,308.8848489534662,
262.5,131.91245264647472,183.40103747066098,315.3134901171357,
263.0,130.25171002746757,202.3641552142744,332.615865241742,
263.5,139.675358655166,199.17153326502628,338.8468919201923,
264.0,129.4407002510416,195.0946714935942,324.53537174463577,
264.5,125.26581532855212,197.54960652812895,322.81542185668104,
265.0,126.28733364105673,203.20605334816793,329.49338698922463,
265.5,139.16168763434945,189.22634223993896,328.3880298742884,
266.0,136.80076126632525,213.00681748170229,349.80757874802754,
266.5,126.96472852245583,213.10609486440353,340.0708233868594,
267.0,127.13123612229997,204.1189705904081,331.25020671270806,
267.5,139.97625762918238,191.34377352787436,331.32003115705675,
268.0,127.9208601272839,206.51404727293877,334.43490740022264,
268.5,143.41247618580712,189.02425226937532,332.43672845518245,
269.0,141.61074454312995,188.5303750661742,330.14111960930416,
269.5,129.62445061283802,196.09518665533645,325.71963726817444,
270.0,130.20675428170387,202.9986887021795,333.20544298388336,
270.5,148.7562665700235,215.92487516225145,364.68114173227497,
271.0,137.02331591512242,212.44987209298927,349.4731880081117,
271.5,137.46611794133784,213.67549563599945,351.1416135773373,
272.0,146.82559134515006,204.9200000334423,351.7455913785924,
272.5,150.0318465476772,203.2955497764089,353.32739632408607,
273.0,151.32512127645742,204.81236288953812,356.13748416599555,
273.5,147.19183870517887,224.07578691208178,371.26762561726065,
274.0,140.16959171061836,196.41607574237452,336.5856674529929,
274.5,134.83548933397338,221.99164488367347,356.82713421764686,
275.0,149.23043831854875,214.11026225717183,363.3407005757206,
275.5,145.37855999471614,210.67916257568774,356.0577225704039,
276.0,143.21884018493955,220.05052981245413,363.2693699973937,
276.5,153.38636270189474,213.66636824274113,367.05273094463587,
277.0,138.00904964612306,226.04389714244985,364.0529467885729,
277.5,146.1643770858172,227.63855592033778,373.80293300615494,
278.0,137.06667289534843,214.0468278062037,351.11350070155214,
278.5,146.74148783988252,210.4791339170516,357.2206217569341,
279.0,139.0239655136368,220.72530985780094,359.74927537143776,
279.5,91.59657020823246,184.99918102657142,276.59575123480386,
280.0,141.3105249355421,210.83986567017004,352.1503906057121,
280.5,152.4766810423213,223.99369750690454,376.47037854922587,
281.0,154.9467975853085,225.03760660277567,379.98440418808417,
281.5,152.22765030194316,228.87169067245839,381.09934097440157,
282.0,160.3390509694908,211.61423055381775,371.95328152330853,
282.5,149.12928659047404,229.9322489404626,379.0615355309367,
283.0,147.88334172563717,236.52017561996917,384.40351734560636,
283.5,160.07925756378918,215.43279326610724,375.51205082989645,
284.0,147.71831677038904,217.9630997477163,365.6814165181054,
284.5,163.0509257888122,240.77455282124916,403.8254786100614,
285.0,144.57058949379632,217.85930858128467,362.429898075081,
285.5,164.26705153415278,238.86025280108734,403.1273043352401,
286.0,146.2755982390115,228.79713569344096,375.0727339324525,
286.5,163.7791372739614,222.24723223209526,386.02636950605665,
287.0,157.05512218172598,241.7556970381753,398.8108192199013,
287.5,166.90617092238597,229.79665765007994,396.70282857246593,
288.0,149.06953129470796,232.68772061789068,381.75725191259863,
288.5,159.2183606880264,228.82730108199297,388.04566177001936,
289.0,168.07595071238194,236.64732554304777,404.7232762554297,
289.5,159.70143188340296,224.57441617755066,384.27584806095365,
290.0,162.37797276270524,232.2124460995528,394.59041886225805,
290.5,164.2564487796923,250.3750696700586,414.6315184497509,
